trip_id,vehicle_id,region,start_time,end_time,duration_min,mileage_km,idle_after_min
26008,VH-199,Central,2024-09-30 07:24:00,2024-09-30 07:31:52.961339,7.88,9.69,14.42
26009,VH-057,East,2024-10-06 20:55:00,2024-10-06 21:16:07.018470,21.12,21.36,36.06
26010,VH-174,South,2024-12-17 19:41:00,2024-12-17 19:58:30.780831,17.51,19.34,173.33
26011,VH-123,North,2025-04-13 06:48:00,2025-04-13 08:12:07.396503,84.12,69.8,141.32
26012,VH-086,South,2025-03-16 12:38:00,2025-03-16 13:45:19.129969,67.32,82.23,27.98
26013,VH-176,East,2024-11-06 10:25:00,2024-11-06 11:03:48.318631,38.81,32.08,50.84
26014,VH-063,Central,2025-04-11 16:23:00,2025-04-11 17:06:56.290016,43.94,53.94,48.78
26015,VH-039,Central,2024-09-10 06:17:00,2024-09-10 07:07:40.560651,50.68,61.61,134.03
26016,VH-138,North,2025-02-04 07:36:00,2025-02-04 08:38:58.214665,62.97,46.48,3.43
26017,VH-198,North,2024-10-17 20:04:00,2024-10-17 21:10:12.632967,66.21,51.66,88.55
26018,VH-193,East,2025-02-25 11:18:00,2025-02-25 13:51:58.066657,153.97,108.95,12.25
26019,VH-187,South,2025-03-02 17:31:00,2025-03-02 17:36:26.243776,5.44,5.79,45.29
26020,VH-164,Central,2024-10-31 06:35:00,2024-10-31 06:46:23.520132,11.39,9.51,10.57
26021,VH-027,West,2025-03-27 11:19:00,2025-03-27 11:31:49.123327,12.82,15.26,139.62
26022,VH-183,West,2024-12-27 03:16:00,2024-12-27 03:33:55.715925,17.93,15.15,100.06
26023,VH-198,West,2024-07-12 07:07:00,2024-07-12 07:57:58.316325,50.97,56.73,41.7
26024,VH-081,Central,2025-03-12 04:47:00,2025-03-12 04:52:01.874037,5.03,4.14,67.61
26025,VH-181,Central,2024-05-22 05:19:00,2024-05-22 05:48:21.527900,29.36,33.23,252.51
26026,VH-107,West,2024-10-18 12:32:00,2024-10-18 12:59:39.701881,27.66,30.92,51.99
26027,VH-188,North,2025-01-24 11:58:00,2025-01-24 12:54:19.938577,56.33,60.32,37.11
26028,VH-189,West,2024-07-20 05:28:00,2024-07-20 07:12:12.503130,104.21,108.99,107.73
26029,VH-036,North,2024-09-27 04:02:00,2024-09-27 04:20:43.111348,18.72,14.4,7.94
26030,VH-085,East,2025-04-11 04:15:00,2025-04-11 04:55:30.214544,40.5,49.89,62.97
26031,VH-155,West,2024-07-24 00:42:00,2024-07-24 01:05:20.810607,23.35,21.2,23.26
26032,VH-169,West,2025-04-24 02:48:00,2025-04-24 03:04:53.924996,16.9,16.42,16.02
26033,VH-028,North,2024-09-17 18:15:00,2024-09-17 18:23:55.323472,8.92,9.52,102.95
26034,VH-016,North,2024-11-21 21:14:00,2024-11-21 21:53:11.627649,39.19,29.84,68.46
26035,VH-035,North,2024-05-02 16:27:00,2024-05-02 16:52:11.009860,25.18,23.75,174.75
26036,VH-164,East,2024-05-21 10:51:00,2024-05-21 11:21:03.890914,30.06,22.25,51.87
26037,VH-184,West,2024-11-25 15:12:00,2024-11-25 15:33:38.146563,21.64,17.18,134.96
26038,VH-099,North,2025-01-31 22:23:00,2025-01-31 22:51:45.147995,28.75,22.4,55.48
26039,VH-147,East,2024-06-12 21:30:00,2024-06-12 21:38:25.157554,8.42,7.81,95.05
26040,VH-185,East,2024-08-11 02:47:00,2024-08-11 03:11:35.430624,24.59,17.89,98.11
26041,VH-122,Central,2024-12-19 17:46:00,2024-12-19 18:04:41.765433,18.7,16.93,25.36
26042,VH-161,North,2025-04-04 08:51:00,2025-04-04 09:04:02.068620,13.03,16.85,29.94
26043,VH-023,North,2024-05-28 19:58:00,2024-05-28 20:08:55.631518,10.93,12.96,21.74
26044,VH-119,North,2025-01-17 01:47:00,2025-01-17 02:39:44.579534,52.74,54.59,25.08
26045,VH-063,Central,2025-02-09 11:49:00,2025-02-09 12:44:34.719996,55.58,61.47,250.86
26046,VH-070,North,2025-04-10 11:52:00,2025-04-10 12:07:12.253394,15.2,19.16,51.32
26047,VH-150,North,2024-08-17 16:10:00,2024-08-17 16:15:00.730441,5.01,4.69,203.37
26048,VH-195,East,2024-05-19 00:17:00,2024-05-19 00:24:18.975702,7.32,7.88,117.13
26049,VH-080,North,2024-10-06 09:50:00,2024-10-06 10:17:25.333513,27.42,32.77,58.67
26050,VH-059,West,2025-04-09 00:16:00,2025-04-09 00:35:24.229584,19.4,16.15,22.52
26051,VH-153,South,2025-02-16 14:16:00,2025-02-16 14:31:04.152197,15.07,18.05,198.77
26052,VH-017,North,2025-02-03 18:54:00,2025-02-03 19:00:27.642557,6.46,8.19,69.41
26053,VH-039,East,2024-11-27 07:49:00,2024-11-27 07:57:21.594294,8.36,9.5,114.66
26054,VH-077,Central,2024-10-24 12:45:00,2024-10-24 13:10:22.554396,25.38,22.13,0.86
26055,VH-092,Central,2024-10-07 13:00:00,2024-10-07 13:06:53.542935,6.89,6.38,57.33
26056,VH-167,South,2024-08-13 18:23:00,2024-08-13 18:46:06.849924,23.11,20.22,52.79
26057,VH-024,East,2024-12-13 23:23:00,2024-12-14 00:01:22.313474,38.37,29.34,21.65
26058,VH-166,North,2025-02-24 23:37:00,2025-02-25 00:01:37.197652,24.62,24.27,15.51
26059,VH-088,Central,2025-01-10 13:13:00,2025-01-10 13:37:53.400935,24.89,26.87,16.05
26060,VH-185,Central,2024-09-18 09:01:00,2024-09-18 09:25:52.324148,24.87,28.72,9.32
26061,VH-044,West,2024-10-03 02:59:00,2024-10-03 03:20:38.650819,21.64,19.08,68.24
26062,VH-036,South,2024-10-23 05:06:00,2024-10-23 06:34:09.259933,88.15,83.85,13.53
26063,VH-099,West,2024-12-19 23:32:00,2024-12-19 23:57:41.055712,25.68,19.31,164.95
26064,VH-070,Central,2024-08-08 05:39:00,2024-08-08 06:03:01.049994,24.02,30.11,70.14
26065,VH-122,North,2024-07-13 20:54:00,2024-07-13 21:27:59.385970,33.99,31.44,33.58
26066,VH-124,North,2024-10-13 05:33:00,2024-10-13 06:08:45.256440,35.75,43.87,22.92
26067,VH-080,West,2024-06-08 21:57:00,2024-06-08 22:08:50.970788,11.85,10.72,41.97
26068,VH-045,North,2024-07-24 06:25:00,2024-07-24 06:50:51.095964,25.85,28.61,41.98
26069,VH-154,South,2025-04-25 07:04:00,2025-04-25 07:25:35.595018,21.59,20.99,47.08
26070,VH-139,West,2025-02-06 16:28:00,2025-02-06 17:01:45.787327,33.76,32.95,27.95
26071,VH-180,East,2024-09-27 09:08:00,2024-09-27 09:47:49.029789,39.82,45.22,11.49
26072,VH-153,North,2024-10-24 00:25:00,2024-10-24 01:15:43.097827,50.72,62.17,372.7
26073,VH-031,North,2025-01-11 16:24:00,2025-01-11 17:30:58.760240,66.98,58.84,0.12
26074,VH-085,East,2024-11-23 14:18:00,2024-11-23 14:49:32.052208,31.53,23.7,50.8
26075,VH-045,South,2024-08-25 21:08:00,2024-08-25 21:35:44.913690,27.75,27.25,224.45
26076,VH-115,West,2025-01-13 21:17:00,2025-01-13 21:45:22.810369,28.38,33.1,109.69
26077,VH-067,West,2025-04-17 13:51:00,2025-04-17 13:59:52.886285,8.88,10.43,32.86
26078,VH-076,South,2025-04-06 02:10:00,2025-04-06 02:59:41.292348,49.69,57.19,13.37
26079,VH-040,West,2024-10-10 12:02:00,2024-10-10 12:30:34.260304,28.57,32.61,3.67
26080,VH-174,North,2024-05-06 13:17:00,2024-05-06 13:26:45.894130,9.76,11.46,76.66
26081,VH-182,South,2024-07-22 00:59:00,2024-07-22 01:34:57.420754,35.96,36.42,43.96
26082,VH-041,North,2025-01-16 17:29:00,2025-01-16 17:41:47.574077,12.79,10.34,9.68
26083,VH-120,North,2024-11-11 08:24:00,2024-11-11 09:50:46.667662,86.78,70.65,78.48
26084,VH-081,North,2024-08-14 23:47:00,2024-08-14 23:54:50.004304,7.83,5.85,30.34
26085,VH-038,East,2024-06-22 00:54:00,2024-06-22 02:56:51.150679,122.85,90.67,5.32
26086,VH-100,South,2024-11-26 03:42:00,2024-11-26 05:01:09.091788,79.15,98.8,58.97
26087,VH-164,North,2024-09-14 01:40:00,2024-09-14 02:20:09.013297,40.15,34.64,136.25
26088,VH-172,South,2025-02-13 09:13:00,2025-02-13 09:47:39.520895,34.66,30.57,120.71
26089,VH-057,Central,2024-05-30 18:47:00,2024-05-30 19:04:35.681444,17.59,12.45,50.78
26090,VH-066,North,2025-04-29 13:10:00,2025-04-29 14:01:29.059284,51.48,52.19,152.47
26091,VH-030,West,2024-10-25 13:13:00,2024-10-25 14:58:05.546902,105.09,132.41,119.68
26092,VH-010,Central,2024-09-21 07:06:00,2024-09-21 08:38:56.184428,92.94,112.67,106.63
26093,VH-061,West,2024-05-18 20:50:00,2024-05-18 21:47:29.016112,57.48,57.23,43.46
26094,VH-191,Central,2024-06-10 10:16:00,2024-06-10 10:45:32.296131,29.54,25.18,24.02
26095,VH-036,East,2024-05-14 22:02:00,2024-05-14 22:34:31.245666,32.52,40.35,42.95
26096,VH-054,East,2025-03-19 11:08:00,2025-03-19 12:02:19.397707,54.32,61.45,151.06
26097,VH-097,Central,2024-06-17 11:31:00,2024-06-17 12:22:45.387478,51.76,61.34,128.59
26098,VH-193,Central,2024-11-09 14:56:00,2024-11-09 15:16:41.483872,20.69,23.93,226.28
26099,VH-004,South,2024-06-29 05:28:00,2024-06-29 05:38:52.603520,10.88,10.26,142.83
26100,VH-183,East,2024-07-15 06:23:00,2024-07-15 06:38:50.967227,15.85,11.64,95.97
26101,VH-054,South,2024-11-15 10:13:00,2024-11-15 10:21:27.418743,8.46,10.39,212.51
26102,VH-111,West,2025-01-10 12:42:00,2025-01-10 13:37:48.910378,55.82,65.45,46.75
26103,VH-091,East,2024-10-22 13:25:00,2024-10-22 14:08:05.201544,43.09,31.15,26.66
26104,VH-089,South,2025-01-12 12:38:00,2025-01-12 13:39:59.280732,61.99,75.36,26.49
26105,VH-064,North,2024-05-24 11:05:00,2024-05-24 11:40:28.679779,35.48,40.26,15.34
26106,VH-119,West,2024-05-27 13:20:00,2024-05-27 13:50:00.153058,30.0,36.94,38.82
26107,VH-092,East,2024-11-15 16:17:00,2024-11-15 17:13:10.181875,56.17,41.81,25.11
26108,VH-150,North,2024-07-23 19:56:00,2024-07-23 20:08:29.547431,12.49,16.08,38.53
26109,VH-153,Central,2024-08-29 07:02:00,2024-08-29 09:03:54.031379,121.9,143.57,32.3
26110,VH-081,North,2024-07-09 15:56:00,2024-07-09 17:04:32.760431,68.55,60.13,10.25
26111,VH-059,Central,2024-05-05 23:34:00,2024-05-06 00:28:34.306126,54.57,70.3,86.25
26112,VH-185,Central,2024-08-19 17:55:00,2024-08-19 18:28:33.826468,33.56,43.38,41.84
26113,VH-182,Central,2024-06-14 13:02:00,2024-06-14 13:14:05.170285,12.09,15.6,195.34
26114,VH-044,Central,2025-01-07 20:19:00,2025-01-07 20:29:10.277998,10.17,9.28,13.73
26115,VH-180,West,2024-09-16 01:48:00,2024-09-16 02:30:53.871409,42.9,50.62,42.82
26116,VH-076,Central,2024-12-22 09:40:00,2024-12-22 10:31:49.825915,51.83,54.08,1.03
26117,VH-144,Central,2025-02-03 08:45:00,2025-02-03 09:12:38.238055,27.64,28.85,15.4
26118,VH-101,Central,2025-02-05 08:33:00,2025-02-05 08:52:01.596669,19.03,19.12,31.81
26119,VH-125,East,2024-11-02 04:07:00,2024-11-02 04:16:52.930883,9.88,11.57,144.97
26120,VH-016,South,2025-03-21 06:58:00,2025-03-21 08:04:50.290861,66.84,68.42,11.63
26121,VH-055,North,2024-06-30 08:57:00,2024-06-30 09:08:43.866172,11.73,9.76,15.23
26122,VH-189,North,2024-05-12 21:28:00,2024-05-12 21:37:41.045232,9.68,12.47,42.97
26123,VH-095,South,2025-04-20 23:35:00,2025-04-20 23:51:36.012417,16.6,17.19,36.67
26124,VH-079,West,2025-02-27 13:06:00,2025-02-27 13:32:23.904129,26.4,23.69,32.28
26125,VH-077,Central,2024-06-05 23:30:00,2024-06-06 00:06:51.920997,36.87,38.56,3.65
26126,VH-040,East,2024-06-06 21:49:00,2024-06-06 22:20:58.872107,31.98,29.63,17.59
26127,VH-021,North,2024-12-11 16:42:00,2024-12-11 17:26:05.549031,44.09,48.27,44.34
26128,VH-066,South,2024-10-21 14:37:00,2024-10-21 14:49:38.240361,12.64,10.58,2.7
26129,VH-136,Central,2025-03-26 20:18:00,2025-03-26 21:00:01.583547,42.03,54.54,1.29
26130,VH-199,North,2024-11-04 09:05:00,2024-11-04 09:41:42.374725,36.71,36.29,113.17
26131,VH-010,North,2025-02-16 07:51:00,2025-02-16 08:39:28.825976,48.48,53.1,24.32
26132,VH-185,North,2024-12-14 05:25:00,2024-12-14 06:02:46.834972,37.78,32.79,1.51
26133,VH-132,Central,2024-10-29 08:37:00,2024-10-29 09:02:54.749552,25.91,29.4,15.78
26134,VH-043,West,2024-12-03 11:00:00,2024-12-03 11:18:02.434169,18.04,20.44,2.23
26135,VH-105,South,2024-08-05 02:57:00,2024-08-05 04:08:18.997985,71.32,54.67,34.16
26136,VH-063,South,2024-07-18 08:49:00,2024-07-18 09:44:07.905232,55.13,50.26,29.33
26137,VH-171,North,2025-03-04 13:54:00,2025-03-04 14:28:43.035470,34.72,35.06,1.54
26138,VH-195,West,2024-09-11 00:24:00,2024-09-11 00:47:02.020378,23.03,23.39,22.33
26139,VH-082,West,2025-01-14 17:49:00,2025-01-14 17:58:21.564848,9.36,12.0,122.43
26140,VH-051,Central,2024-10-16 17:35:00,2024-10-16 18:08:35.237831,33.59,39.31,20.52
26141,VH-056,South,2024-12-12 07:36:00,2024-12-12 07:46:57.418714,10.96,13.83,39.1
26142,VH-171,North,2025-04-19 18:06:00,2025-04-19 19:15:22.497728,69.37,60.68,72.14
26143,VH-152,North,2025-03-15 08:13:00,2025-03-15 08:24:43.743569,11.73,11.35,65.91
26144,VH-034,West,2024-11-26 14:44:00,2024-11-26 14:52:49.114492,8.82,10.17,18.19
26145,VH-059,East,2024-12-22 19:16:00,2024-12-22 19:37:13.245616,21.22,24.39,27.22
26146,VH-130,Central,2024-08-04 01:20:00,2024-08-04 03:12:03.648191,112.06,127.38,44.38
26147,VH-130,West,2024-07-12 15:47:00,2024-07-12 17:12:22.608408,85.38,68.65,228.03
26148,VH-138,Central,2025-03-21 16:41:00,2025-03-21 17:08:24.348756,27.41,33.92,20.61
26149,VH-151,West,2024-07-11 10:50:00,2024-07-11 11:04:13.807545,14.23,16.12,44.05
26150,VH-143,West,2024-08-08 00:02:00,2024-08-08 00:08:16.264114,6.27,7.64,65.8
26151,VH-118,West,2024-05-22 17:14:00,2024-05-22 17:36:42.748756,22.71,27.57,102.59
26152,VH-128,East,2025-03-13 23:00:00,2025-03-13 23:12:46.129756,12.77,13.9,12.73
26153,VH-017,South,2024-07-24 21:38:00,2024-07-24 22:56:10.830266,78.18,89.54,11.51
26154,VH-082,North,2025-01-09 19:57:00,2025-01-09 21:33:07.837595,96.13,105.13,11.82
26155,VH-014,Central,2024-05-19 22:23:00,2024-05-19 22:35:16.637671,12.28,14.05,54.82
26156,VH-081,West,2024-09-24 01:08:00,2024-09-24 01:28:53.545318,20.89,24.78,223.12
26157,VH-123,North,2024-10-19 08:51:00,2024-10-19 09:20:30.900062,29.52,36.87,42.87
26158,VH-016,West,2024-06-20 01:31:00,2024-06-20 01:48:18.407900,17.31,20.72,18.96
26159,VH-032,South,2024-09-30 06:46:00,2024-09-30 07:07:30.285915,21.5,25.65,229.98
26160,VH-023,South,2024-12-09 05:35:00,2024-12-09 06:51:57.424442,76.96,79.95,15.92
26161,VH-102,South,2025-01-13 05:02:00,2025-01-13 05:07:53.383133,5.89,6.58,51.57
26162,VH-162,West,2025-04-15 23:50:00,2025-04-16 00:16:56.559422,26.94,26.96,13.86
26163,VH-098,North,2024-10-17 04:39:00,2024-10-17 04:54:10.931792,15.18,13.8,194.12
26164,VH-144,South,2024-10-10 16:30:00,2024-10-10 16:44:29.533742,14.49,11.75,335.51
26165,VH-162,Central,2024-08-07 20:13:00,2024-08-07 20:41:47.160122,28.79,26.17,39.82
26166,VH-104,East,2024-10-25 21:44:00,2024-10-25 21:59:03.734423,15.06,17.21,29.06
26167,VH-126,East,2025-02-20 14:07:00,2025-02-20 14:19:17.338442,12.29,14.58,44.77
26168,VH-199,East,2025-03-06 17:15:00,2025-03-06 17:21:01.455523,6.02,5.63,34.63
26169,VH-161,East,2024-07-07 00:13:00,2024-07-07 00:54:21.831383,41.36,30.15,61.83
26170,VH-068,East,2024-09-05 00:14:00,2024-09-05 01:15:24.712116,61.41,72.38,73.65
26171,VH-171,East,2024-10-29 05:00:00,2024-10-29 05:22:30.746143,22.51,28.92,2.94
26172,VH-064,West,2025-02-15 08:49:00,2025-02-15 10:36:39.476791,107.66,83.39,96.09
26173,VH-071,North,2024-12-19 16:33:00,2024-12-19 16:47:47.487496,14.79,18.46,11.99
26174,VH-018,Central,2024-06-25 16:22:00,2024-06-25 16:57:33.269414,35.55,32.72,27.87
26175,VH-196,North,2024-10-13 08:44:00,2024-10-13 11:44:00.000000,180.0,229.77,1.08
26176,VH-113,Central,2024-11-16 01:36:00,2024-11-16 01:45:53.539212,9.89,8.7,7.94
26177,VH-125,South,2024-07-19 22:12:00,2024-07-19 23:02:08.292511,50.14,43.56,70.52
26178,VH-127,Central,2024-11-17 18:40:00,2024-11-17 19:10:20.123339,30.34,24.6,65.37
26179,VH-061,West,2024-07-27 07:33:00,2024-07-27 07:49:54.413522,16.91,21.5,87.46
26180,VH-075,South,2025-03-02 15:25:00,2025-03-02 16:17:01.193116,52.02,44.86,68.95
26181,VH-107,East,2024-08-01 18:01:00,2024-08-01 19:58:36.219249,117.6,144.82,36.73
26182,VH-148,West,2025-04-04 11:42:00,2025-04-04 11:52:38.635245,10.64,11.47,21.15
26183,VH-139,West,2025-03-02 16:40:00,2025-03-02 17:44:40.788395,64.68,59.52,18.89
26184,VH-174,North,2024-05-24 16:00:00,2024-05-24 16:11:15.960617,11.27,9.37,59.18
26185,VH-192,North,2025-01-16 02:24:00,2025-01-16 03:28:46.466015,64.77,49.29,63.91
26186,VH-081,South,2024-11-25 14:30:00,2024-11-25 14:59:30.751946,29.51,26.7,49.38
26187,VH-106,West,2024-12-15 13:28:00,2024-12-15 13:50:23.982371,22.4,19.18,8.31
26188,VH-028,South,2024-07-27 14:43:00,2024-07-27 15:06:19.517020,23.33,18.37,38.25
26189,VH-176,East,2024-06-18 11:16:00,2024-06-18 11:47:40.319014,31.67,35.22,2.07
26190,VH-163,North,2025-02-08 07:26:00,2025-02-08 07:37:24.821220,11.41,13.87,8.22
26191,VH-008,West,2024-10-16 14:36:00,2024-10-16 15:01:24.421506,25.41,29.25,1.8
26192,VH-091,East,2025-03-23 12:53:00,2025-03-23 13:02:52.884935,9.88,6.95,48.11
26193,VH-150,West,2025-02-10 06:45:00,2025-02-10 07:24:06.635674,39.11,46.07,35.23
26194,VH-121,East,2024-07-13 07:50:00,2024-07-13 08:04:44.916405,14.75,13.1,12.18
26195,VH-152,Central,2025-02-20 03:44:00,2025-02-20 04:12:55.621144,28.93,34.84,98.2
26196,VH-066,East,2025-02-05 15:36:00,2025-02-05 16:23:05.626378,47.09,35.03,17.56
26197,VH-095,Central,2025-02-26 06:06:00,2025-02-26 06:19:48.202516,13.8,17.33,2.43
26198,VH-064,North,2024-05-31 18:43:00,2024-05-31 19:08:56.757219,25.95,20.29,8.53
26199,VH-065,Central,2024-08-27 10:26:00,2024-08-27 10:33:04.033079,7.07,5.11,127.36
26200,VH-125,South,2024-11-15 00:43:00,2024-11-15 00:50:37.730410,7.63,6.84,32.44
26201,VH-014,East,2025-03-15 11:12:00,2025-03-15 11:22:10.888076,10.18,12.52,172.42
26202,VH-025,North,2024-10-29 22:15:00,2024-10-29 23:23:28.308161,68.47,55.76,41.22
26203,VH-100,West,2025-04-19 02:03:00,2025-04-19 02:21:33.912040,18.57,20.71,29.24
26204,VH-105,East,2024-11-16 02:52:00,2024-11-16 03:41:39.156045,49.65,52.04,7.09
26205,VH-131,East,2024-07-15 01:58:00,2024-07-15 02:28:57.480822,30.96,35.13,41.67
26206,VH-133,Central,2024-09-10 11:30:00,2024-09-10 11:58:17.459640,28.29,34.4,58.36
26207,VH-065,Central,2024-05-15 00:01:00,2024-05-15 00:37:47.508094,36.79,34.17,318.5
26208,VH-182,East,2025-01-04 11:38:00,2025-01-04 12:12:22.664257,34.38,36.32,24.14
26209,VH-019,East,2024-06-18 14:00:00,2024-06-18 15:09:56.787560,69.95,59.64,17.76
26210,VH-106,South,2025-01-12 16:59:00,2025-01-12 18:06:31.888354,67.53,50.93,42.36
26211,VH-054,West,2024-10-07 04:15:00,2024-10-07 04:57:24.016295,42.4,29.96,116.22
26212,VH-138,South,2025-04-16 01:05:00,2025-04-16 01:47:20.076399,42.33,43.57,33.63
26213,VH-144,South,2024-11-11 05:43:00,2024-11-11 06:23:57.577003,40.96,30.34,12.4
26214,VH-104,West,2024-11-03 22:10:00,2024-11-03 23:11:27.475913,61.46,60.39,1.55
26215,VH-174,North,2024-10-22 21:51:00,2024-10-22 22:13:49.720252,22.83,20.05,7.53
26216,VH-157,West,2024-09-30 13:18:00,2024-09-30 13:37:41.750126,19.7,23.41,21.04
26217,VH-015,North,2024-08-10 10:04:00,2024-08-10 10:20:00.413966,16.01,19.44,39.23
26218,VH-048,East,2024-11-13 03:42:00,2024-11-13 04:55:49.986785,73.83,88.83,14.27
26219,VH-139,South,2024-11-22 21:44:00,2024-11-22 21:50:03.664439,6.06,5.46,27.71
26220,VH-034,East,2024-08-24 05:25:00,2024-08-24 05:41:10.265196,16.17,20.29,76.18
26221,VH-164,South,2024-07-11 11:27:00,2024-07-11 11:38:22.404472,11.37,8.09,18.8
26222,VH-158,Central,2024-07-02 01:40:00,2024-07-02 02:39:35.608207,59.59,56.96,43.0
26223,VH-099,South,2024-11-25 03:53:00,2024-11-25 04:14:18.278719,21.3,25.37,45.78
26224,VH-019,South,2024-09-22 06:21:00,2024-09-22 06:34:33.591456,13.56,17.27,0.33
26225,VH-196,South,2024-05-03 21:33:00,2024-05-03 21:58:19.367696,25.32,20.99,22.27
26226,VH-070,North,2024-08-02 20:29:00,2024-08-02 20:36:29.620186,7.49,7.04,7.81
26227,VH-115,Central,2024-11-13 16:48:00,2024-11-13 17:13:07.517111,25.13,25.13,78.57
26228,VH-161,North,2024-08-07 02:58:00,2024-08-07 03:48:48.410594,50.81,51.67,56.4
26229,VH-096,West,2024-09-08 07:06:00,2024-09-08 07:23:48.148181,17.8,16.66,52.98
26230,VH-075,West,2024-11-29 05:33:00,2024-11-29 05:50:27.330786,17.46,19.34,8.86
26231,VH-150,Central,2025-01-02 14:50:00,2025-01-02 15:07:02.236992,17.04,15.8,65.85
26232,VH-036,West,2024-11-04 12:37:00,2024-11-04 13:07:22.875574,30.38,30.13,179.11
26233,VH-151,East,2024-10-03 12:03:00,2024-10-03 12:37:42.645838,34.71,32.91,125.26
26234,VH-063,North,2025-02-26 20:46:00,2025-02-26 21:10:03.901701,24.07,20.13,24.08
26235,VH-154,South,2024-11-30 10:55:00,2024-11-30 11:18:43.537894,23.73,21.51,128.72
26236,VH-188,East,2024-10-13 01:44:00,2024-10-13 02:48:08.034418,64.13,61.1,2.56
26237,VH-093,South,2024-10-24 06:53:00,2024-10-24 07:17:38.350455,24.64,19.67,86.54
26238,VH-005,West,2024-05-02 13:12:00,2024-05-02 14:34:10.653761,82.18,58.18,24.36
26239,VH-182,North,2024-12-22 14:36:00,2024-12-22 15:03:44.950432,27.75,21.74,143.69
26240,VH-166,West,2024-11-01 02:43:00,2024-11-01 03:07:49.875309,24.83,28.13,40.13
26241,VH-190,North,2025-04-05 15:46:00,2025-04-05 16:03:51.310138,17.86,16.98,143.05
26242,VH-025,South,2024-08-07 00:33:00,2024-08-07 00:47:38.575113,14.64,17.13,1.54
26243,VH-098,South,2025-03-27 15:10:00,2025-03-27 15:45:54.518602,35.91,32.04,144.3
26244,VH-012,South,2024-07-03 12:46:00,2024-07-03 13:27:46.340991,41.77,32.53,1.05
26245,VH-150,Central,2024-12-18 14:04:00,2024-12-18 14:13:17.129716,9.29,10.06,121.03
26246,VH-137,West,2025-02-20 01:37:00,2025-02-20 01:46:14.202489,9.24,8.69,50.83
26247,VH-084,Central,2024-07-09 23:54:00,2024-07-09 23:59:56.220968,5.94,5.03,10.29
26248,VH-029,East,2024-06-07 16:56:00,2024-06-07 17:24:24.978689,28.42,21.21,14.52
26249,VH-172,Central,2024-05-24 16:03:00,2024-05-24 16:53:50.430542,50.84,65.1,21.36
26250,VH-109,South,2024-06-29 18:48:00,2024-06-29 19:40:36.441958,52.61,61.16,87.04
26251,VH-027,North,2024-08-17 23:46:00,2024-08-18 00:36:30.428989,50.51,47.31,8.22
26252,VH-055,West,2024-08-29 11:37:00,2024-08-29 12:14:18.942747,37.32,42.35,33.57
26253,VH-133,West,2025-02-02 08:24:00,2025-02-02 08:29:01.638823,5.03,5.34,177.11
26254,VH-052,West,2025-02-05 06:46:00,2025-02-05 07:28:59.068057,42.98,33.24,0.33
26255,VH-013,East,2024-06-07 05:35:00,2024-06-07 07:04:26.201432,89.44,84.51,24.42
26256,VH-042,West,2024-11-18 00:38:00,2024-11-18 00:46:42.553042,8.71,7.27,44.79
26257,VH-143,East,2024-12-16 15:56:00,2024-12-16 16:54:58.254697,58.97,56.25,6.17
26258,VH-079,South,2024-07-17 20:38:00,2024-07-17 20:55:11.591529,17.19,16.94,37.22
26259,VH-018,North,2024-07-02 08:01:00,2024-07-02 08:10:17.669342,9.29,11.56,360.66
26260,VH-050,South,2024-09-10 00:20:00,2024-09-10 01:08:49.267635,48.82,39.64,7.81
26261,VH-002,Central,2024-08-11 02:31:00,2024-08-11 04:04:49.081251,93.82,82.21,113.43
26262,VH-087,West,2025-01-22 21:16:00,2025-01-22 23:39:11.944198,143.2,143.2,18.11
26263,VH-107,Central,2025-01-19 01:06:00,2025-01-19 01:11:42.471854,5.71,6.37,152.12
26264,VH-141,East,2024-11-04 01:45:00,2024-11-04 02:29:30.398919,44.51,51.22,78.05
26265,VH-196,South,2024-05-19 08:13:00,2024-05-19 09:00:28.164488,47.47,58.27,109.81
26266,VH-047,West,2024-09-30 20:40:00,2024-09-30 21:02:45.318438,22.76,27.52,83.62
26267,VH-089,East,2025-03-13 08:20:00,2025-03-13 09:40:56.384890,80.94,57.04,119.45
26268,VH-178,South,2024-10-25 07:34:00,2024-10-25 07:47:28.259005,13.47,16.28,62.65
26269,VH-012,South,2025-02-14 12:29:00,2025-02-14 13:13:51.683975,44.86,52.77,39.24
26270,VH-013,East,2024-11-29 23:04:00,2024-11-29 23:22:35.798368,18.6,13.43,67.88
26271,VH-137,North,2025-01-09 01:56:00,2025-01-09 02:59:56.369545,63.94,46.99,26.63
26272,VH-059,South,2025-01-31 16:21:00,2025-01-31 16:33:27.802752,12.46,13.26,74.58
26273,VH-173,West,2025-02-09 02:51:00,2025-02-09 03:02:46.780315,11.78,12.43,37.43
26274,VH-198,Central,2025-01-17 20:13:00,2025-01-17 21:39:48.383734,86.81,66.69,9.55
26275,VH-043,East,2024-10-21 10:59:00,2024-10-21 11:17:08.015153,18.13,13.13,103.31
26276,VH-074,North,2025-03-09 19:07:00,2025-03-09 19:57:55.766043,50.93,50.99,22.0
26277,VH-023,South,2025-01-17 20:28:00,2025-01-17 20:37:33.768940,9.56,7.86,45.13
26278,VH-079,Central,2024-11-06 13:13:00,2024-11-06 13:44:44.405032,31.74,35.87,96.31
26279,VH-173,North,2025-03-15 07:50:00,2025-03-15 07:58:33.455323,8.56,8.93,23.89
